Periodos,IGAE
2000-07-02,79.62972558
2000-08-02,81.19074097
2000-09-02,80.16487255
2000-10-12,80.8095844
2000-11-12,80.9161857
2000-12-12,79.49830139
2001-01-02,79.423458
2001-02-02,76.41925797
2001-03-02,80.76787395
2001-04-02,77.53115468
2001-05-02,81.78408862
2001-06-02,80.60700763
2001-07-02,79.32531293
2001-08-02,80.5870321
2001-09-02,78.26957304
2001-10-12,79.97355162
2001-11-12,80.09389928
2001-12-12,79.09246906
2002-01-02,77.38628506
2002-02-02,75.10931535
2002-03-02,77.12227245
2002-04-02,80.83023511
2002-05-02,82.06994188
2002-06-02,79.7212702
2002-07-02,79.92718369
2002-08-02,80.30576052
2002-09-02,78.38017964
2002-10-12,81.60773861
2002-11-12,80.09518211
2002-12-12,80.49050676
2003-01-02,79.27238886
2003-02-02,77.17550522
2003-03-02,80.33975546
2003-04-02,79.9509285
2003-05-02,82.28841851
2003-06-02,81.44336982
2003-07-02,80.93570116
2003-08-02,79.41995223
2003-09-02,79.18878015
2003-10-12,81.87910944
2003-11-12,80.63451329
2003-12-12,83.33036977
2004-01-02,80.9300664
2004-02-02,79.19382209
2004-03-02,84.92784857
2004-04-02,82.93622509
2004-05-02,85.23904956
2004-06-02,85.62087254
2004-07-02,82.94023393
2004-08-02,83.13243976
2004-09-02,82.19750854
2004-10-12,84.36268483
2004-11-12,85.94153972
2004-12-12,86.23056723
2005-01-02,82.25837021
2005-02-02,80.8994202
2005-03-02,83.62639543
2005-04-02,86.59372844
2005-05-02,87.88889115
2005-06-02,86.35208742
2005-07-02,83.78419977
2005-08-02,86.43119913
2005-09-02,84.64255956
2005-10-12,86.85310338
2005-11-12,88.65732472
2005-12-12,89.15109818
2006-01-02,87.04556096
2006-02-02,84.08296605
2006-03-02,89.54008131
2006-04-02,87.10250109
2006-05-02,93.13935299
2006-06-02,91.36864164
2006-07-02,88.35889366
2006-08-02,90.24618549
2006-09-02,87.86909753
2006-10-12,91.5974874
2006-11-12,91.14519898
2006-12-12,90.86138098
2007-01-02,88.77728667
2007-02-02,85.76827913
2007-03-02,91.42205191
2007-04-02,89.32062665
2007-05-02,94.3223675
2007-06-02,93.53459878
2007-07-02,91.41102202
2007-08-02,92.21732727
2007-09-02,89.4751787
2007-10-12,95.27999022
2007-11-12,93.80925933
2007-12-12,92.4571986
2008-01-02,90.95434751
2008-02-02,88.98933307
2008-03-02,89.05325643
2008-04-02,94.71532776
2008-05-02,94.86435741
2008-06-02,94.45588267
2008-07-02,94.15930714
2008-08-02,91.49309265
2008-09-02,90.5765092
2008-10-12,95.50683258
2008-11-12,92.04269947
2008-12-12,91.8950546
2009-01-02,84.89587672
2009-02-02,81.84098455
2009-03-02,86.87355188
2009-04-02,84.31066773
2009-05-02,86.08158936
2009-06-02,88.18426456
2009-07-02,88.73169247
2009-08-02,86.55360363
2009-09-02,86.50377962
2009-10-12,91.12057258
2009-11-12,91.24910219
2009-12-12,91.85630214
2010-01-02,86.86701969
2010-02-02,85.22716471
2010-03-02,92.29228517
2010-04-02,90.58181773
2010-05-02,92.30004842
2010-06-02,93.23104805
2010-07-02,92.32868805
2010-08-02,91.56219343
2010-09-02,90.55652789
2010-10-12,93.84529559
2010-11-12,95.9693317
2010-12-12,95.59592507
2011-01-02,90.20546136
2011-02-02,88.56875008
2011-03-02,95.82898829
2011-04-02,91.60005116
2011-05-02,95.94630642
2011-06-02,96.48830676
2011-07-02,95.21792296
2011-08-02,96.53902702
2011-09-02,94.10210719
2011-10-12,97.43770609
2011-11-12,101.0827451
2011-12-12,98.81574408
2012-01-02,94.6746265
2012-02-02,94.07903206
2012-03-02,99.09221914
2012-04-02,95.47931508
2012-05-02,100.3152481
2012-06-02,99.68684081
2012-07-02,99.31090655
2012-08-02,99.09917365
2012-09-02,95.18924438
2012-10-12,101.8599124
2012-11-12,104.3864911
2012-12-12,100.5281708
2013-01-02,97.9685818
2013-02-02,94.67101427
2013-03-02,97.06079805
2013-04-02,99.9162302
2013-05-02,102.2752922
2013-06-02,99.517546
2013-07-02,100.809825
2013-08-02,100.2735695
2013-09-02,96.80674561
2013-10-12,103.6671861
2013-11-12,104.2316505
2013-12-12,102.8015608
2014-01-02,98.75511057
2014-02-02,96.95651596
2014-03-02,101.4947989
2014-04-02,100.3185179
2014-05-02,104.860799
2014-06-02,102.8940083
2014-07-02,104.1386818
2014-08-02,101.7362474
2014-09-02,100.0155106
2014-10-12,106.8111164
2014-11-12,106.4799215
2014-12-12,106.8814372
2015-01-02,102.3198644
2015-02-02,99.87065977
2015-03-02,104.9662785
2015-04-02,103.6880317
2015-05-02,106.1980452
2015-06-02,107.3171601
2015-07-02,107.4601005
2015-08-02,105.4826739
2015-09-02,105.0227953
2015-10-12,109.2944505
2015-11-12,109.0988947
2015-12-12,109.2626928
2016-01-02,104.4185176
2016-02-02,104.5796636
2016-03-02,105.9079024
2016-04-02,107.2922591
2016-05-02,109.0620487
2016-06-02,109.961262
2016-07-02,107.5247567
2016-08-02,108.9485096
2016-09-02,106.0610425
2016-10-12,110.5649744
2016-11-12,114.1464498
2016-12-12,112.5108161
2017-01-02,108.4202971
2017-02-02,105.2846126
2017-03-02,111.9053729
2017-04-02,106.2038458
2017-05-02,112.304232
2017-06-02,112.7985032
2017-07-02,108.9556097
2017-08-02,111.7704584
2017-09-02,106.3216248
2017-10-12,112.8470419
2017-11-12,116.1761321
2017-12-12,113.9948961
2018-01-02,111.01183
2018-02-02,107.8074042
2018-03-02,111.1885172
2018-04-02,111.5919
2018-05-02,115.8196663
2018-06-02,114.4370106
2018-07-02,112.79895
2018-08-02,114.3258808
2018-09-02,108.7719041
2018-10-12,115.970519
2018-11-12,117.743519
2018-12-12,113.1193269
2019/01 /p1,112.5390986
2019-02-02,108.8681202
2019-03-02,112.335812
2019-04-02,109.8573616
2019-05-02,115.2783256
2019-06-02,112.872208
2019-07-02,113.4014034
2019-08-02,113.2554441
2019-09-02,108.8632686
2019-10-12,115.3592142
2019-11-12,116.2432631
2019-12-12,113.3262783
2020-01-02,112.3192115
2020-02-02,108.7516864
2020-03-02,109.9008567
2020-04-02,88.18296561
2020-05-02,88.92792474
2020-06-02,97.86374556
2020-07-02,102.1706416
2020-08-02,102.7054433
2020-09-02,103.2233479
2020-10-12,109.1159668
2020-11-12,110.9085883
2020-12-12,110.6866762
2021-01-02,105.3842968
2021-02-02,102.6373766
2021-03-02,111.477011
2021-04-02,107.9307877
2021-05-02,111.9809798
2021-06-02,111.1109739
2021-07-02,109.8531433
2021-08-02,107.1489493
2021-09-02,104.1342271
2021-10-12,108.3584612
2021-11-12,112.6947291
2021-12-12,112.1522672
2022-01-02,107.2493646
2022-02-02,105.1543085
